programme,track,wassce_biology,wassce_business_management,wassce_chemistry,wassce_core_maths,wassce_economics,wassce_elective_maths,wassce_english,wassce_financial_accounting,wassce_government,wassce_history,wassce_integrated_science,wassce_literature,wassce_physics,wassce_social_studies,trait_analytical,trait_creative,trait_social,trait_practical,trait_leadership,trait_empathy,logic_accuracy,quant_accuracy,verbal_accuracy,scientific_accuracy,xp,streak_days
computer-science,Science,4,4,4,1,5,1,3,4,4,3,5,4,1,5,100.0,55.3325488102767,25.383401746821946,84.39902629404743,38.441730693441365,39.60636229220911,81.91697598409911,86.33670876969686,56.47000283833208,83.93075966666986,972,10
medicine-surgery,Science,1,5,3,3,6,4,3,4,6,4,5,4,1,6,78.7842265705369,46.93832058083813,56.057015455896874,79.62366706357956,47.37509453087229,72.7500210153479,67.6521745661835,60.0744734389394,51.527754955677906,69.61893478884055,911,19
education,Arts,3,5,5,3,4,3,3,4,4,3,4,3,5,3,65.20069062349373,42.34093277042933,78.68322020056517,69.03315897599185,67.24341270059602,77.56212954711931,51.37881217593269,56.69371964207611,67.75977087018717,43.667612958954834,435,3
marketing,Business,5,2,5,4,3,4,3,4,4,3,5,4,2,4,53.005359770105386,94.62722755811201,85.65302747636109,37.818908285976846,59.34094044798037,60.347251738447675,53.170248385934016,68.47993312016068,53.13463662435747,55.0694635600501,643,12
computer-science,Science,3,4,3,2,4,3,4,6,3,5,4,5,3,4,84.44128910356174,78.0227296368493,27.29144063669972,70.48175937950015,52.19113657077387,26.829623607575954,72.87046176392727,66.84555117093514,51.8226831735238,80.51395311334215,695,21
pharmacy,Science,2,6,1,2,4,4,3,4,3,3,6,4,3,3,72.77770433187116,51.0844127861902,57.91891717698713,66.03069280790838,47.3432989706014,64.2880497159153,69.00630512396333,42.27069643616795,64.1792873923016,71.50762325682628,1266,24
economics,Business,4,3,4,1,1,1,2,4,4,3,5,3,5,5,91.77146788187244,57.61557803841672,48.21286873978118,69.93467974594905,65.11360736833346,43.14131049035775,58.72648032699861,87.3264367651557,62.102143158310156,56.07755329742531,565,22
law,Arts,5,5,6,4,5,4,1,4,3,1,4,2,4,3,80.54774127485024,51.2558407717681,87.05734106044909,41.77168205993199,58.34807199761755,55.330959421745305,65.25936681019189,49.3377972040763,57.46368516064816,65.62272053188671,1035,12
economics,Business,4,4,4,2,2,4,1,4,4,3,4,4,5,4,76.55817553566717,27.645245325035837,44.19685216577803,57.06895979919727,69.86752694767733,17.513911347187317,55.02246468776163,56.52358910752531,67.93580495945187,55.01930913291866,375,11
education,Arts,5,2,3,3,4,3,2,4,3,4,5,1,5,5,49.96751288908636,72.34559124698399,73.67123948440849,65.61113159662158,70.94406207500715,78.23900399696278,39.53129023093677,57.909155096222186,61.609192567992736,65.4707739063791,1006,19
medicine-surgery,Science,1,5,1,3,3,3,3,4,5,5,2,3,1,5,66.02812001942965,20.787184014979214,54.662310803348,75.40519944149844,79.37873855997748,68.26325537468685,48.44769974760052,66.7410287456312,57.67862658305183,96.29599150584376,886,19
marketing,Business,4,3,3,4,1,5,4,4,3,3,6,3,4,3,59.60254503755983,98.00687629910459,86.21768357534413,58.39243572385385,60.865451365529886,59.0718801276334,46.30131298569174,40.50055404111429,49.448216114823154,50.20614730580766,615,8
marketing,Business,2,2,3,4,2,4,4,2,5,4,4,2,6,4,61.301246482462574,81.55342525531036,100.0,34.1558007699496,80.47980912051062,78.45840649913914,39.86982572506442,54.383182910965886,56.55246230477313,61.733375378913735,861,19
electrical-engineering,Science,4,4,2,1,4,1,4,2,4,5,2,6,3,5,82.7803866413683,47.193384137916425,29.17367437929121,87.92679378063583,45.45893532632889,33.41861223855697,71.66875413594794,91.35214568031313,43.88860892270601,61.67670004423,1098,9
nursing,Science,2,4,2,3,4,3,2,4,2,5,6,5,4,4,49.60354347732074,50.597500987622915,61.60711408611366,89.36291757321285,45.31649620945468,100.0,52.60238847071091,69.50822962985026,64.00560777548048,75.67125717111254,387,4
computer-science,Science,3,4,3,1,5,1,3,4,5,4,4,4,2,3,94.19685597867125,83.80245059446334,29.54311730982998,69.81496200724914,34.71232017955687,28.688276686113802,74.37807577973892,83.42364503130307,53.64658262684957,83.89482070371506,1098,24
marketing,Business,3,1,4,3,4,4,2,4,5,4,5,4,5,5,48.49800537377715,73.08468896299348,83.80266687092929,44.8610932976427,63.19635064504379,50.107282758606424,41.209718787002735,48.13495833381821,67.56663015125642,33.678323417115585,956,10
banking-finance,Business,4,2,4,1,1,2,2,2,2,4,4,5,4,2,77.29737306857693,30.39734193912421,54.00208402872769,51.572623190709336,65.69790165145766,25.45516614164559,77.65247912454618,75.75310185874766,75.98177123447584,49.89712317924748,713,19
pharmacy,Science,3,4,2,4,4,3,2,4,3,4,4,4,3,5,83.10786982200294,44.69897385883161,53.322015926569904,79.9014526263402,64.6875328540776,71.77541895600982,56.53061911665422,78.25880417228338,65.12862656896299,72.62170919993807,1012,19
accounting,Business,4,4,3,3,2,2,3,1,3,5,4,2,5,4,85.58832972204543,40.74311670861286,38.495278636457876,66.5055738795627,31.815023159044927,24.764593693906733,76.5674717965431,78.08257822664945,50.154393973713816,65.34490760399022,580,11
computer-science,Science,2,4,4,2,3,2,3,5,5,4,5,4,3,3,78.74997245622748,49.9320355930386,29.538934056214547,70.02218143194958,39.02741725303301,32.54904402893341,64.18809543600693,77.02843837563944,64.57153892798453,80.31671903975773,461,9
law,Arts,4,4,3,4,3,5,2,5,1,3,5,1,3,5,90.20962289265384,25.490618782653275,63.43822169330381,36.553108250840694,81.13396943035539,73.94242602722029,67.99736548956432,56.69175900163806,46.27937597916053,63.10898613661363,957,7
computer-science,Science,4,3,4,2,3,1,2,4,6,4,4,3,3,4,95.79760570533534,67.11878215040133,34.046747035943135,60.652661586997404,49.3570748100676,28.46605014581214,83.3970540868201,77.67334090212073,68.35220917261033,74.84105480007673,868,21
marketing,Business,4,1,3,4,2,4,2,4,2,5,4,6,5,3,70.617340152845,73.61801213484287,90.88302760369402,49.50922918073274,91.87304988923881,50.53344305726166,34.92560613401624,48.500476798332755,67.3223939601288,50.21992238630454,351,10
accounting,Business,1,4,4,3,1,4,3,2,4,5,6,4,4,5,94.19108834133706,40.159547582085004,45.18333126150941,70.9113508310109,53.90598184061345,40.25553499838349,74.31747371954994,58.185779560559226,75.43519317897683,68.354189426379,954,21
law,Arts,5,5,4,4,4,5,2,4,2,4,2,2,4,3,64.41219459595133,39.2749904249942,70.882856201129,31.729797396311785,80.59931858674426,62.87949597149697,48.54598728308989,42.38158435042004,61.962923721617834,60.314739579051405,1015,8
law,Arts,4,4,4,3,3,6,3,5,1,2,3,1,3,4,71.46613729527476,43.52939595795931,65.74202877822903,38.406311909475065,85.2946214442944,67.79838362255448,41.39142638641686,45.2750061151148,58.29079047317468,60.26625057182381,926,13
law,Arts,4,5,6,3,4,4,1,5,2,2,4,2,3,4,89.05150832495,51.611731900622416,73.89104510338862,38.129640623729955,59.85536151660871,36.451055270740866,70.95959403992032,77.42583758455939,83.11053122956238,78.0208084295132,786,15
accounting,Business,1,3,3,3,1,2,3,2,4,3,4,5,3,3,70.7930575776832,49.72395345376605,32.49380359334541,65.18154109461621,26.11275325150013,53.147675427894406,56.94403255792457,79.30144078423923,54.198075776814534,52.84222081543184,936,10
electrical-engineering,Science,5,6,4,1,4,1,1,3,4,4,4,4,2,5,86.82334555681426,42.431917084754794,43.53170590430277,76.83243135799158,40.6724907742561,50.57476900875823,65.17401825034874,94.25201785307532,73.05814320237009,56.969794328590616,1511,14
agriculture,Science,2,4,2,2,5,3,2,3,6,4,5,4,4,4,53.67804674758095,45.23799408315085,55.46497815181554,87.05173556430394,43.61611257184304,59.466591293341914,33.85581522240114,68.36009939030352,64.8593140529227,64.25773272926652,1037,16
computer-science,Science,1,5,4,2,4,2,1,3,5,4,4,5,2,5,90.24099076534256,53.88114075315455,31.703449561004525,66.03737603730852,45.6696863266974,19.190547288104128,85.70736034414708,85.92444052095514,72.70421755526706,77.86643097491532,1124,7
medicine-surgery,Science,1,5,1,2,6,5,1,4,4,4,6,4,4,3,80.80641566598655,45.17325753851504,67.88329655672412,78.09097357365086,73.12023221636457,84.07439610809682,53.89609119881711,50.665391791125,76.52983105131351,66.99699151950115,660,25
agriculture,Science,1,5,4,4,4,5,4,5,3,4,4,6,3,4,63.96848245950458,45.34887362627199,51.64868213456587,68.75959675521219,52.8144757456529,39.3328266351555,46.56999697402549,47.205359086448176,57.36595818150547,47.68300088444203,171,8
engineering-civil,Science,4,4,4,1,3,2,3,3,4,3,3,3,1,4,83.13135634526262,56.05968177785133,52.50622078353672,83.74113888159799,46.38296121304326,32.42654471697498,59.69515718786532,81.66001570465983,62.56718502359087,76.56704278525228,1149,5
electrical-engineering,Science,4,6,4,2,4,3,3,4,4,4,3,3,2,5,90.04915025677144,44.307611428407576,33.64788084760422,78.18699443455093,38.07452475666337,32.28181041671763,66.6195612757192,80.09526575454076,60.35123750059188,54.94473697413211,1166,12
medicine-surgery,Science,1,4,1,2,4,3,3,3,4,4,5,5,3,2,74.2262907565514,42.92279195753299,68.25344152096002,82.4083353785779,43.047912265698045,87.60683746472033,52.58133026276405,65.33907202060058,44.944073773646984,98.70990290830437,973,13
education,Arts,4,5,4,4,4,4,3,4,2,3,5,1,6,3,58.00737653133642,83.77376847564784,66.70156742226621,43.691901417184205,78.6964494550165,95.8349552545481,34.1041636298895,49.40193328194469,58.023589939629694,48.79956516076618,783,12
computer-science,Science,5,3,4,1,3,1,4,3,4,5,5,4,2,5,89.86195325553066,81.59833508561258,11.864766676750925,81.07852413737253,47.53967014434713,48.16601632005069,93.86303871631925,87.44010346941299,57.476229153974536,63.976004491194324,1119,22
accounting,Business,4,5,4,1,2,3,4,1,4,3,4,4,3,3,85.92116456776301,42.985929711931476,31.766387562233625,63.76517983808208,30.161881704722518,39.05164669242586,77.44087116561661,60.62875768961634,34.82836453904312,61.69419151631941,803,6
computer-science,Science,5,2,2,1,6,1,1,4,5,5,4,5,3,4,100.0,65.70551581171492,34.26524035603815,78.77100251823325,47.13858857259793,49.39031471107862,95.93163203325291,82.4165069604251,79.67216353342603,72.86488578197667,981,24
law,Arts,4,3,4,4,2,4,1,5,1,3,4,2,5,4,86.66612243425652,59.78391291286932,71.615967205872,50.60903891435193,82.56659339194383,62.123053506825755,66.67361232176567,56.89325058898797,67.06189503244674,72.53039608281917,680,2
agriculture,Science,3,5,4,3,4,4,4,2,3,4,4,3,4,3,41.275760540081784,54.935967207417306,48.9889364759905,88.34984930938148,39.0632271750414,40.21587300329438,25.457207430171792,55.08767416458322,46.80250335846189,61.889806300152,526,6
pharmacy,Science,1,5,4,2,5,4,2,3,4,3,3,5,4,5,82.48556620515674,32.0901773349565,58.48213708498068,77.7042666433134,36.43858423255372,78.77007994769784,59.97817609067114,61.63578244919044,60.31964848550649,73.64614339120823,718,22
electrical-engineering,Science,2,4,4,2,3,1,4,3,4,4,4,4,2,5,88.20888170880866,56.22936834008462,33.62127701309003,100.0,57.21439913010328,24.301980843362962,78.12722553709442,96.030271922244,50.43568325500141,66.28714937863646,381,19
economics,Business,3,3,3,1,1,2,2,2,4,4,4,4,3,5,71.27043514900778,42.46449306381908,48.635297827773364,66.81148693092754,55.41539790299319,35.45556650012957,62.45495883985892,80.29482277600114,70.43718819632186,61.013856690264646,1388,13
marketing,Business,4,2,3,4,2,4,2,3,5,4,4,4,3,3,60.23281907147917,74.32484976614833,92.94997817365886,43.97444266066608,66.51277819908094,71.4012622153503,43.591125151152,55.80569484808049,62.30071258960738,55.45713050484934,885,14
engineering-civil,Science,4,4,3,2,4,2,2,4,4,4,4,4,3,4,66.92508988143723,71.60587983487255,39.98735108274656,81.8667294648607,51.82964946855989,31.654604109707698,69.5497504105988,70.09877728315834,62.27345214553307,61.21132866220089,406,12
public-administration,Business,4,4,3,2,3,3,1,3,1,2,4,6,4,3,65.60330940146974,49.26541377992176,53.57310338591459,45.858763968848095,82.52984699281433,63.48426513928193,51.5425166441712,55.082829817148735,71.40034265712697,51.10101281917226,80,14
education,Arts,4,4,6,4,4,6,4,5,3,3,5,1,3,5,53.93210448910079,65.18237852441425,86.7190256086181,46.05838398151914,62.96823438795007,81.34573557255435,44.96190024010222,43.792830074837994,37.58001445447681,35.15174729578482,500,17
public-administration,Business,6,3,3,3,2,3,3,4,1,3,3,5,4,4,65.58178982342444,38.67632033143748,76.85237054057365,76.43056705566474,74.86413605487239,66.45047263285203,60.39489477532696,84.49821781047385,62.269129761722155,43.01876065755904,689,1
agriculture,Science,2,4,3,4,5,4,3,3,4,4,5,3,5,5,79.2844412719817,47.95538835557068,51.51869459467983,92.73704982084543,49.620500393308824,41.69339888226529,46.79989360105164,53.6767356896508,66.16680560569606,68.7727958436655,401,14
engineering-civil,Science,5,3,3,1,4,1,3,3,6,5,3,4,1,3,74.36056261661557,58.27492788824437,46.03435115231651,74.23472616269741,68.0453759106834,54.2551422488296,61.850661331686986,78.8813722440351,64.04849247069694,65.92910724118856,801,16
pharmacy,Science,2,6,1,3,3,2,3,4,5,4,5,4,4,6,81.5931739223337,50.71260313964507,51.218318309221445,72.74927268985226,58.11186020986652,54.910884325696145,63.60600582973601,73.50712168224469,48.00636105296763,79.03732890314045,768,17
education,Arts,4,5,4,4,4,4,5,5,4,2,5,4,5,4,53.204785108025895,51.60334209847573,76.7304282565359,48.658527634230225,58.05744784982059,85.80901890861143,42.08682494246864,59.02596680017819,40.97850840924252,68.84336259300625,667,16
psychology,Arts,2,4,4,4,4,4,3,5,4,4,5,2,3,4,42.77362991601002,57.32097895035809,82.73794076727111,19.363409567158868,30.543282245262077,79.77574737828581,39.5696227558399,41.893429028321705,66.60827936452586,39.78208099092998,895,0
accounting,Business,5,2,4,2,3,1,5,1,6,5,1,5,4,5,85.73231479434462,33.10124804389116,47.179777967838625,54.98506089810587,26.550790112221947,36.32864019989506,75.25044795203713,96.7326624810824,41.28784091161629,59.54857372626687,889,23
education,Arts,4,2,5,3,4,3,3,4,4,4,3,1,4,5,58.597646397581855,67.43952616405166,67.59877481004023,42.650961558659006,72.31447434841655,68.48721491811801,54.324943692705695,51.42256845790947,56.67469184635446,47.64860967137168,862,2
medicine-surgery,Science,2,5,1,3,3,5,1,3,4,4,4,5,1,6,78.98470275135556,52.52911326993762,65.68897258610284,79.6535825403099,96.39493878573442,74.85292664762403,55.19462743521045,49.28678702351532,80.85720103140268,86.68924856142793,1063,12
banking-finance,Business,5,3,4,3,2,3,2,3,3,4,5,4,5,3,77.65429267683632,21.89498334785296,51.05061628212077,54.82443636308217,65.32286628509067,43.720521748880785,68.82331345824568,64.01489479735676,60.51145178988063,74.1323664634577,1204,15
computer-science,Science,4,2,2,1,4,1,2,4,4,3,3,3,4,4,83.73676906763389,72.4256520792369,30.350184966374478,67.67264726743711,42.22514516356576,41.44981454452848,74.02694954052306,83.47432962784755,77.74346323674816,66.16199432934644,587,12
pharmacy,Science,1,3,1,1,3,3,3,3,3,4,3,4,2,4,73.76942441409786,35.280425330603705,61.82824422365514,75.3345801033573,28.163772262235888,60.674949970185125,57.30994402389374,64.47105951408145,48.20593608300102,72.40702000343423,817,10
public-administration,Business,6,4,5,3,2,4,2,3,4,3,4,5,3,3,80.83369568178824,42.0800394465615,75.0965251039203,54.03880537719932,84.07640567558707,70.0456570691016,66.06462691312758,59.84759375982686,60.968611998387544,72.58652438815332,402,15
education,Arts,3,3,4,2,5,2,4,4,4,2,4,2,4,4,46.81623015683152,58.95012708203124,82.32523796348826,59.42378371173034,77.07352598308535,81.07207373916188,54.634475543339676,81.94816723608079,43.12791246732205,55.026332047997414,575,9
computer-science,Science,1,4,3,1,5,1,3,5,5,6,3,3,4,4,85.94601132916698,73.6774609938644,34.57751503980613,67.81801145609495,53.961490207758445,17.258939821878105,63.602949165516286,87.04429019680143,44.46018655879984,59.65349028297297,1196,4
medicine-surgery,Science,1,5,2,2,4,3,2,4,3,5,4,3,3,5,81.46393481356596,45.931505338524865,60.95992249082949,53.23896651670741,51.00773179794125,84.51548276253378,51.930603208500735,63.45772863136596,52.49482216563778,77.49152430702961,925,18
education,Arts,3,5,4,4,6,3,2,4,2,3,5,2,3,4,43.290662345582504,51.04523580878579,70.65205114915786,72.32305450101391,60.270087424964224,75.04658185579594,43.94714915616798,56.04924079379383,70.56313791005554,53.838698850751875,830,12
public-administration,Business,5,4,5,4,2,4,3,4,1,5,4,4,4,6,63.75343734150959,48.49806027390281,83.70792466804323,38.29663731312807,96.11810585976195,61.716774650683064,50.78524968243525,59.2056625207877,71.9918966124203,56.721256887029945,812,18
nursing,Science,3,4,4,4,4,5,3,4,3,4,5,3,4,4,70.39437074388621,24.082080585754188,85.38088840380692,73.4703186153972,50.51270553173664,98.63136524364674,62.48910377298774,58.51028535803833,45.510291083698,53.81409378056334,1206,5
nursing,Science,4,5,3,4,3,4,4,3,5,6,3,5,6,6,39.61296139913932,45.90911776646,78.33290864995162,93.84616108633622,55.35011500071245,91.41168457226792,55.98603514574344,53.91828883317446,62.89159230863771,53.180988663426454,492,16
accounting,Business,3,4,2,1,1,1,4,1,4,3,5,6,5,5,91.14293133999573,32.19165049237719,23.1909249447204,76.92745045101141,42.518985885625426,12.00685642647683,80.04345839850447,100.0,54.35206726155026,52.8809061840747,810,11
law,Arts,3,4,4,3,4,4,1,3,1,1,4,1,5,2,88.20042973134217,37.51282274042171,74.1882279482507,36.61310730048148,66.45728254612709,57.614848287086964,63.28945029079901,77.05839244216607,68.53825291116044,59.8548532667109,612,10
economics,Business,3,4,3,2,1,2,2,2,5,4,5,4,1,6,75.92614451033333,26.249482400282503,57.76614976897851,31.58244494863525,69.71402750085551,35.6331981232367,66.30050304841444,79.9808786928893,48.88027927624592,51.49621172560295,996,10
engineering-civil,Science,4,4,4,1,4,2,3,5,4,3,4,4,3,4,93.76814211445189,51.775631397743176,40.45157995449212,97.3368031803397,61.5380484345457,63.347955068348,80.76605771057473,80.66339168541595,57.610241174811925,73.7053692039774,1188,15
economics,Business,5,5,4,3,2,2,2,2,5,4,4,3,5,5,87.55581924658692,39.22877450961638,39.897152451637794,57.219626250714164,78.6776701068471,26.49618749248685,63.86522074467772,75.86443146437665,70.725648054882,75.68024000764461,817,15
public-administration,Business,4,3,3,4,4,6,2,3,1,5,3,4,5,4,80.14698206333036,26.28081527561418,67.73849767518182,45.040213897624895,78.68216092422826,70.49819284726864,34.205639039682524,40.859897942353285,61.000979376646605,68.70772786505201,562,12
banking-finance,Business,5,6,4,2,1,2,3,3,2,4,4,5,3,5,85.94977028551257,42.72114160149699,56.469376134260344,60.655810204899474,72.9165913429782,28.816644807612068,68.07930417981615,85.47841023290638,55.501885866963185,47.18508022366471,404,23
marketing,Business,4,1,4,4,2,5,2,3,5,4,5,6,5,2,54.60941893502053,85.1555342238748,97.40557130168823,48.96224137739058,72.93335962007781,67.22822125871316,45.09372788255569,38.74049674746753,78.93019731311061,48.05666632024825,314,14
accounting,Business,4,3,4,2,2,3,3,1,3,4,3,3,4,3,74.40330372591737,39.45682561746135,30.60688709777899,82.36512686257633,44.87273029498246,25.77222677710055,69.69479057160265,66.11675101514614,49.03475805235059,58.22360542414261,1692,0
electrical-engineering,Science,4,5,3,2,5,2,3,5,4,4,3,3,1,3,73.87965387115655,58.894121258435234,27.839292109642805,76.84731193133119,51.8929319762109,20.904072016116938,67.96608642278737,78.54298839960848,60.27455869282716,62.452627573540134,673,18
education,Arts,5,4,5,2,4,4,4,5,2,3,5,3,5,3,73.90033158093212,50.920959503953675,82.30523208232022,49.399042465180436,64.33051056806957,76.74779268697786,69.44218714648957,48.575326527969466,33.2319904831045,49.93738229680643,443,15
public-administration,Business,4,4,4,3,2,3,3,3,1,2,5,3,4,3,50.185597258110455,30.921475228120112,79.60969310752162,31.883810184777413,95.51452429343564,42.76644282999,40.796004407126325,53.16656261043157,46.3292804062185,65.15558168981029,611,9
banking-finance,Business,3,4,5,2,2,2,2,1,5,4,5,5,5,4,83.96258513445761,24.575097105244982,47.99953684244249,50.44656328120847,68.66944297901739,31.80242862195489,69.62319076609835,75.41462930846926,51.24003845670112,67.44799680106006,862,10
computer-science,Science,4,4,4,3,4,2,3,4,3,4,5,3,2,5,97.36446821168758,51.74041076693621,19.4079515020104,80.91122155870475,26.078944688440494,22.353855111073926,81.54101947820264,90.99347431131396,46.912719989519864,73.83390884006154,1125,13
agriculture,Science,4,4,1,4,4,5,4,4,3,5,4,5,5,5,56.20305345561598,59.2033395043084,51.02101512925316,87.87723513495693,58.12108335315915,49.164902435016906,51.56433788560611,48.989131769951605,46.30609621691117,63.79854647580875,467,13
marketing,Business,4,3,5,3,2,5,4,5,4,3,3,4,3,4,56.099561677130026,63.352954105028815,86.26162257036069,55.76184380665419,73.61063433865348,68.00105423199739,36.58000398415442,33.633343006313055,58.86135238784513,56.76578569150384,638,11
public-administration,Business,4,4,4,3,3,4,3,4,2,3,4,3,4,4,81.1566482091262,29.129499429846845,61.8961960671338,43.244189616677545,82.6095204188906,57.497113219744946,45.4303738001959,49.48448806327072,59.73889431049222,77.57595862185835,884,12
economics,Business,4,3,5,3,1,2,2,4,4,3,4,3,4,4,91.19057368975153,42.07525347967356,50.27543832701225,58.92971158841056,67.87181806040918,43.49059534584782,63.507302654027,84.83809269767254,73.20400844040428,51.63030371457988,497,26
journalism,Arts,4,3,4,3,4,5,3,3,3,3,5,1,4,3,44.151285550084474,98.10217864944043,100.0,46.933806725128534,39.80615930922975,58.23472252530465,51.61771171714445,42.24351508125157,55.32937184885935,50.35248272979436,676,5
marketing,Business,3,1,6,3,2,4,3,1,4,4,4,4,3,4,60.34730562641852,80.58244870151469,84.17133929628832,59.27193276659793,78.1552929962301,53.36908479670177,46.50655241359671,59.02667831992798,52.245129428532124,55.62589775923992,824,6
medicine-surgery,Science,2,2,2,3,4,3,3,4,4,5,3,4,1,3,87.52607829188119,45.99740887050561,39.50151801938384,76.4976869172059,48.23261640584784,85.1135763592428,62.931730641621655,77.68099784238788,58.31639704044527,83.31793805483856,965,14
law,Arts,5,4,5,5,5,4,3,4,2,3,4,2,4,3,62.204738345675814,59.14473023826252,65.36868296453034,40.48604681614884,75.38786183398895,59.83554995178312,49.496121496391375,49.150390235062716,44.933733489183105,61.36617128605797,655,4
computer-science,Science,4,4,3,2,4,1,3,5,3,5,4,3,3,3,87.88556770861241,68.0154116627539,35.929351121620314,62.35213349577611,56.83014139104636,21.180704079040538,70.89326784989336,94.25778858492403,57.488037421601454,65.82391577839162,746,4
journalism,Arts,5,3,4,2,4,3,1,3,1,3,4,1,4,5,51.66536792882073,90.55545746443168,62.253959297633024,46.36497048111728,61.163052488397646,56.08981681775291,56.397989480597246,61.63992022269991,78.20338964210258,53.629792620216435,1206,11
pharmacy,Science,2,4,2,2,4,4,2,4,3,3,4,4,3,4,93.69810732073137,26.943492925231048,45.329504542981724,77.6968175117153,56.790845352311514,51.706003960246335,76.80042284267267,67.73070543780075,61.02602801735665,81.0920102079652,915,12
banking-finance,Business,3,3,3,2,3,1,2,3,4,4,4,6,4,5,90.2025116339461,17.836812446602387,37.214812926354696,48.421516759442554,64.54125789655293,34.15391151396853,82.48759005545544,79.66246848230124,47.07988049882857,56.47469156813544,1056,19
engineering-civil,Science,5,3,2,1,4,2,3,5,5,3,4,5,1,5,94.70143262276918,37.99379245079511,44.779313689396375,88.48289202575369,58.81229512824571,37.946291158991066,75.81050387308899,94.23912988734035,55.48283559835251,71.97582699104397,737,14
accounting,Business,5,3,5,2,1,4,4,1,4,5,5,4,5,4,91.92566938929426,14.085107388573432,55.2464127884934,47.48844937380263,37.06694998437908,40.222759910829176,65.50118093982353,67.80135248089762,30.798597240777582,58.34242707881149,660,3
engineering-civil,Science,4,5,3,1,4,1,3,4,3,4,6,4,1,5,100.0,60.28584641266204,39.40375804877339,70.19540911253773,54.038770938560745,22.665647171296488,82.35051870045511,73.2943940143635,61.65783789706517,63.34911171584212,842,24
economics,Business,3,3,4,1,3,1,3,3,4,4,4,4,5,3,100.0,27.17312722006848,60.31201199924158,69.43103063441507,77.28825993294318,14.513879367962126,80.3696705079839,90.21676210520714,63.3785349258564,56.56726783834281,826,10
public-administration,Business,4,4,4,2,3,2,3,4,3,5,2,3,4,3,72.02720262776369,39.68094461058628,67.62242408704266,39.79085518158121,59.39050253965903,66.19727256499783,57.1687411199429,90.64547582591521,62.87784877284933,56.76903118970399,767,9
nursing,Science,2,4,2,4,6,3,1,4,4,4,5,3,4,6,63.40400452628779,23.696749757618896,59.378228618944334,78.02174823730184,65.4661519325142,88.76740268311868,47.98623199953945,55.65842472597312,80.90353625220183,49.7305479658617,648,6
law,Arts,4,5,3,4,3,3,1,5,3,3,4,2,4,3,66.13221375432227,47.588005716809214,67.07702112898727,56.58385374479853,73.50764985450078,35.503978968609054,61.12067644196642,71.53477710261025,70.19083175487238,55.950846242789545,724,12
agriculture,Science,2,4,3,2,3,4,2,3,5,2,3,5,3,4,32.95625050191467,54.18577930219806,59.099171065875865,84.3856605138327,38.31526726492264,65.02724106153859,53.08425324848142,63.45192196220255,69.93061271331065,58.2912948802394,665,21
agriculture,Science,1,4,3,3,5,3,4,2,3,4,2,3,5,4,73.95872070566558,47.950763277626905,37.100052458944894,98.20226724760765,56.41401326774416,52.52539031928457,67.32685414960463,59.4822952139587,48.89138018637792,60.901271008791504,936,6
agriculture,Science,2,5,3,5,3,3,4,4,5,3,5,4,5,3,56.36919019851029,45.550579151397415,61.708134210029584,89.88118056831183,35.463491770254734,41.52162534250639,49.67698368238066,57.91571236635975,60.1269063842393,53.74643425274655,435,10
law,Arts,4,6,3,4,7,5,1,3,1,2,5,1,3,4,92.50201884231167,61.372968320841565,56.884100592575265,38.543626431386905,84.32895675600777,54.30380743518144,52.04468622888283,61.010065436750736,77.61211159698583,74.97303449850415,841,12
banking-finance,Business,4,3,5,3,1,1,4,3,4,3,4,4,4,4,63.36198127872477,36.18576389390508,57.81145899589747,50.38344068015404,77.15982221356971,26.971262173404078,65.59291066658028,93.37318961181195,49.7639668375777,45.71836335346893,1229,13
agriculture,Science,2,5,4,3,4,4,3,5,5,4,4,5,5,4,51.56800717231768,34.421933737036554,40.87271924230474,86.94821252502777,59.53128141333413,36.403190175842866,50.75363817355131,61.155399623017814,65.70250940737876,52.34229503795227,1147,14
law,Arts,4,3,4,3,4,4,1,5,2,2,5,2,3,5,78.00421593036351,47.14043559764492,57.21284587673297,71.57697603532321,75.41224087735378,49.681655391711544,59.81044394210229,56.15491574785379,63.045674463413214,68.47299193752093,396,8
computer-science,Science,4,5,2,1,2,1,2,4,2,3,4,5,2,3,80.8611995838145,77.78485007890838,41.92198226653267,85.56737329371381,57.76744494078103,28.97095339486605,68.4904067743776,87.26767677755863,67.51832821551422,76.83574416926476,963,22
education,Arts,3,5,4,4,2,5,2,4,3,2,4,3,4,4,64.75853614716902,57.98959588280672,89.58940324690913,45.01135128650354,86.01517413493076,67.09770902407342,41.383200342385614,56.820121368355444,69.52522720227313,58.84460986085552,730,8
education,Arts,5,5,5,3,6,5,3,5,5,2,4,3,4,5,55.99232018323767,67.54795188498434,91.82678451252808,53.68774196707121,82.07485465946384,79.58112444973473,48.3137236806592,45.73832569248084,49.96663092727152,50.362619639186214,1111,3
engineering-civil,Science,5,2,3,3,3,1,4,4,4,4,3,4,3,4,97.63724884890087,52.3080879737484,42.80506461660556,94.75013123646083,56.911277373974904,24.61327174484162,72.94794221322647,90.17881987564832,54.70506542681983,67.99120330452733,1076,26
marketing,Business,4,2,5,4,3,4,2,2,4,4,5,4,4,4,51.7067406755731,82.91041101084653,57.74044750013388,58.39630407555987,68.45516446417179,50.20975118695829,35.4556028560738,54.64895489225755,45.83205495756784,63.13074696917855,495,20
